식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그
이미저리 갤러리,영등포구,N,N,N,N,N,
강다짐 원유로스페셜티 강남역,강남구,N,N,N,N,N,
바마커피(BAMA COFFEE),송파구,N,N,N,N,N,
궤로,종로구,N,N,N,N,N,
만만이네,마포구,N,N,N,N,N,
발레리나 플라워,송파구,N,N,N,N,N,
왕비포차,영등포구,N,N,N,N,N,
망원파스타,마포구,N,N,N,N,N,
배디잇,송파구,N,N,N,N,N,
매덕스피자,마포구,N,N,N,N,N,
카페봄날,강남구,N,N,N,N,N,
버터플라이,송파구,N,N,N,N,N,
삼성안전장비 주식회사,종로구,N,N,N,N,N,
빈체로 파스타,강남구,N,N,N,N,N,
보리원,송파구,N,N,N,N,N,
담소,영등포구,N,N,N,N,N,
푸드 가모스,종로구,N,N,N,N,N,트립어드바이저
복호두송파위례점,송파구,N,N,N,N,N,
와이 스파치오(Y spazio),강남구,N,N,N,N,N,
브라운바나,송파구,N,N,N,N,N,
슬로우파크,종로구,Y,Y,N,N,Y,트립어드바이저
엑티브짐,강남구,N,N,N,N,N,
메로의 부엌,마포구,N,N,N,N,N,
브라운바나,송파구,N,N,N,N,N,
강남고로케,종로구,N,N,N,N,N,
향교연 운남쌀국수,영등포구,N,N,N,N,N,
메즈치즈(Mezz Cheese),마포구,N,N,N,N,N,
브릭스콘,송파구,N,N,N,N,N,
삼원가든 투뿔등심,강남구,N,N,N,N,N,
건축공방카페 휴(休),종로구,N,N,N,N,N,
한양닭집,영등포구,N,N,N,N,N,
메타(META),마포구,N,N,N,N,N,
빙달송파점,송파구,N,N,N,N,N,
베리즈원,강남구,N,N,N,N,N,
KOPITIAM TO GO,종로구,N,N,N,N,N,
라라에프앤비,영등포구,N,N,N,N,N,
멜로즈 바이 옐로우보울,마포구,N,N,N,N,N,
신참떡볶이,강남구,N,N,N,N,N,
멜트 아웃 코너 스토어(Melt Out Corner Store),마포구,N,N,N,N,N,
워너커피,종로구,N,N,N,N,N,
아메리칸트레일러,강남구,N,N,N,N,N,
위너보드게임,영등포구,N,N,N,N,N,
명동칼국수,마포구,N,N,N,N,N,
엠엘엠지커피,영등포구,N,N,N,N,N,
심쿵,종로구,N,N,N,N,N,
총각네,강남구,N,N,N,N,N,
모랩스튜디오,마포구,N,N,N,N,N,
삼첩분식,송파구,N,N,N,N,N,
올가니카,강남구,N,N,N,N,N,
스타벅스,종로구,N,N,N,N,N,
샌드스콘,송파구,N,N,N,N,N,
바바코아,영등포구,N,N,N,N,N,
차중의차(Tea of teas),강남구,N,N,N,N,N,
모먼트 델리샵,마포구,N,N,N,N,N,
샐러드조이,송파구,N,N,N,N,N,
디오엠 논현1,강남구,N,N,N,N,N,
모정옥,마포구,N,N,N,N,N,
양지식당,종로구,N,N,N,N,N,
샐러드조이,송파구,N,N,N,N,N,
라이프푸드(Life food),영등포구,N,N,N,N,N,
서울마켓팩토리,강남구,N,N,N,N,N,
목동명품등갈비(공덕점),마포구,N,N,N,N,N,
옥천매운족발,종로구,N,N,N,N,N,
샐러디,송파구,N,N,N,N,N,
스틸,영등포구,N,N,N,N,N,
봉브라더스,강남구,N,N,N,N,N,
목로,마포구,N,N,N,N,N,
샐러딧방이역점,송파구,N,N,N,N,N,
테그42여의도IFC몰본점,영등포구,N,N,N,N,N,
몬스터포,마포구,N,N,N,N,N,
오구쌀피자,강남구,N,N,N,N,N,
선명희피자,송파구,N,N,N,N,N,
다락방화로구이,영등포구,N,N,N,N,N,
몽림,마포구,N,N,N,N,N,
설렘,송파구,N,N,N,N,N,
깡순이가 만드는 패기넘치는 김밥,강남구,N,N,N,N,N,
누리달,영등포구,N,N,N,N,N,
무다이,마포구,N,N,N,N,N,
설빙,송파구,N,N,N,N,N,
오떡,강남구,N,N,N,N,N,
나주곰탕,종로구,N,N,N,N,N,
순심이네,송파구,N,N,N,N,N,
티보리,강남구,N,N,N,N,N,
아붕,종로구,N,N,N,N,N,
무무닭갈비,마포구,N,N,N,N,N,
스윗달래빗,송파구,N,N,N,N,N,
수성식당,영등포구,N,N,N,N,N,
논현주유소,강남구,N,N,N,N,N,
고기꾼 김춘배,종로구,N,N,N,N,N,
무세이키친,마포구,N,N,N,N,N,
스타벅스 송파KT,송파구,N,N,N,N,N,
예림,영등포구,N,N,N,N,N,
오미식당,강남구,N,N,N,N,N,
늘;다온,종로구,N,N,N,N,N,
무슈부부 커피스탠드,마포구,N,N,N,N,N,
스타벅스,송파구,N,N,N,N,N,
언더야드,강남구,N,N,N,N,N,
라슈에뜨,종로구,N,N,N,N,N,
무채색,마포구,N,N,N,N,N,
뮤직타임,영등포구,N,N,N,N,N,
엠푸드,강남구,N,N,N,N,N,
미나리,마포구,N,N,N,N,N,
스테이폴리오,종로구,N,N,N,N,N,
커피팩토리,강남구,N,N,N,N,N,
스아게(SUAGE),영등포구,N,N,N,N,N,
미드,마포구,N,N,N,N,N,
애니버셔리 스튜디오,송파구,N,N,N,N,N,
벨라또띠아,종로구,N,N,N,N,N,
유진식당,강남구,N,N,N,N,N,
와플대학영등포캠퍼스,영등포구,N,N,N,N,N,
미쁘다 치킨치밥,마포구,N,N,N,N,N,
양크림케이크,송파구,N,N,N,N,N,
김삼보,종로구,N,N,N,N,N,
제이에이치,강남구,N,N,N,N,N,트립어드바이저
어니커피,송파구,N,N,N,N,N,
어묵고,송파구,N,N,N,N,N,
미스터 라멘,마포구,N,N,N,N,N,
연극보다 힐링,종로구,N,N,N,N,N,
어썸데이,송파구,N,N,N,N,N,
미스터 서왕만두,마포구,N,N,N,N,N,
세운슈퍼,종로구,N,N,N,N,N,
미스터라멘,마포구,N,N,N,N,N,
에그몬,송파구,N,N,N,N,N,
미육,마포구,N,N,N,N,N,
치킨 골드스타 ,종로구,N,N,N,N,N,
에그박스,송파구,N,N,N,N,N,
미자씨,마포구,N,N,N,N,N,
동양백화점,종로구,N,N,N,N,N,
에프투원컴퍼니,송파구,N,N,N,N,N,
미쳐버린 파닭(신촌점),마포구,N,N,N,N,N,
카페리버티 한옥,종로구,N,N,N,N,N,
엔제리너스,송파구,N,N,N,N,N,
미츠루,마포구,N,N,N,N,N,
놀숲,종로구,N,N,N,N,N,
엠비언트라운지,송파구,N,N,N,N,N,
밀노(Milno),마포구,N,N,N,N,N,
엄청 진지하게 ㅋㅋ랩,종로구,N,N,N,N,N,
영영상점,송파구,N,N,N,N,N,
바나온(BANAON),마포구,N,N,N,N,N,
광대,종로구,N,N,N,N,N,
예쁨주,송파구,N,N,N,N,N,
바다덮동,마포구,N,N,N,N,N,
바닷가 작은 부엌,종로구,N,N,N,N,N,
오!단백,송파구,N,N,N,N,N,
바란스,마포구,N,N,N,N,N,
오도브(ODOV),송파구,N,N,N,N,N,
마피아떡볶이,영등포구,N,N,N,N,N,
시티박,종로구,N,N,N,N,N,
오송,송파구,N,N,N,N,N,
바른치킨,마포구,N,N,N,N,N,
양키스 버거,종로구,N,N,N,N,N,
신계,영등포구,N,N,N,N,N,
오이나 플라워 앤 커피바,송파구,N,N,N,N,N,
스시 고메이,종로구,N,N,N,N,N,
바소,마포구,N,N,N,N,N,
와이낫 쉐이크,송파구,N,N,N,N,N,
도어,종로구,N,N,N,N,N,
"한강야외수영장2,3지역",영등포구,N,N,N,N,N,
바이러닉 에스프레소바,마포구,N,N,N,N,N,
요거프레소,송파구,N,N,N,N,N,
앤앤더크라우드,종로구,N,N,N,N,N,
닭강정클라쓰,영등포구,N,N,N,N,N,
바이앤드커피,마포구,N,N,N,N,N,
원유로 스페셜티,송파구,N,N,N,N,N,
슈키,종로구,N,N,N,N,N,
유니 입은 심심해!!,송파구,N,N,N,N,N,
타이문,영등포구,N,N,N,N,N,
반라이,마포구,N,N,N,N,N,
유우링,송파구,N,N,N,N,N,
카페노랑,종로구,N,N,N,N,N,
만천,영등포구,N,N,N,N,N,
반주,마포구,N,N,N,N,N,
이랑손만두,송파구,N,N,N,N,N,
협동조합연두,영등포구,N,N,N,N,N,
발렌타인,마포구,N,N,N,N,N,
이리베리,송파구,N,N,N,N,N,
밤의 디스크쇼,마포구,N,N,N,N,N,
커농 커피앤비어 (coffee and beer),강남구,N,N,N,N,N,
동래일식,종로구,N,N,N,N,N,
이삭토스트,송파구,N,N,N,N,N,
밥아저씨,마포구,N,N,N,N,N,
명성슈퍼,영등포구,N,N,N,N,N,
쥬시삼청동점,종로구,N,N,N,N,N,
이수 떡볶이,송파구,N,N,N,N,N,
백반이 맛있는 집,마포구,N,N,N,N,N,
BHC한강여의도2호점,영등포구,N,N,N,N,N,
앤티앤스,종로구,N,N,N,N,N,
인더발코니,송파구,N,N,N,N,N,
백소정,마포구,N,N,N,N,N,
아재크림,종로구,N,N,N,N,N,
장손족발,송파구,N,N,N,N,N,
버거스올마이티,마포구,N,N,N,N,N,
"한강 야외수영장 2,3지역",영등포구,N,N,N,N,N,
정푸드,송파구,N,N,N,N,N,
비밀정원,종로구,N,N,N,N,N,
버터필드,마포구,N,N,N,N,N,
책방 사사로이,송파구,N,N,N,N,N,
범일동낙곱새,마포구,N,N,N,N,N,
하이대림,영등포구,N,N,N,N,N,
초이스쿡,송파구,N,N,N,N,N,
베스트 생갈비찜&찜닭,마포구,N,N,N,N,N,
행복싸롱,종로구,N,N,N,N,N,
치즈앤도우,송파구,N,N,N,N,N,
칠리향식품,영등포구,N,N,N,N,N,
치크치크케이크,송파구,N,N,N,N,N,
보스꼬 망원,마포구,N,N,N,N,N,
김경자 원조칼국수,강남구,N,N,N,N,N,
부라더푸드,영등포구,N,N,N,N,N,
카카오카페(KAKAO CAFE),송파구,N,N,N,N,N,
보투(Botwo) 버거,마포구,N,N,N,N,N,
더 끌리지,강남구,N,N,N,N,N,
달리는커피영등포당산점,영등포구,N,N,N,N,N,
카터알망더블유,송파구,N,N,N,N,N,
복래로커피,마포구,N,N,N,N,N,
79 THE LAB,종로구,N,N,N,N,N,
스틱하우스,강남구,N,N,N,N,N,
카페 그릭,송파구,N,N,N,N,N,
하루봉,영등포구,N,N,N,N,N,
모던김밥 스페이스본,종로구,N,N,N,N,N,
카페 나루',송파구,N,N,N,N,N,
볼베르(VOLVER),마포구,N,N,N,N,N,
카페 노아,송파구,N,N,N,N,N,
은행골,종로구,N,N,N,N,N,
"오미,투",영등포구,N,N,N,N,N,
볼빨강 돼지,마포구,N,N,N,N,N,
카페 아무개(Kaffee Amugae),송파구,N,N,N,N,N,
봉추찜닭,마포구,N,N,N,N,N,
서촌아성,종로구,N,N,N,N,N,
카페 아뮈제,송파구,N,N,N,N,N,
강남집밥,강남구,N,N,N,N,N,
북어국집,마포구,N,N,N,N,N,
카페세븐스프링스,종로구,N,N,N,N,N,
카페 프로틴나우,송파구,N,N,N,N,N,
스틱하우스,강남구,N,N,N,N,N,
불굴의 떡볶이,마포구,N,N,N,N,N,
카페 해링,송파구,N,N,N,N,N,
불철,마포구,N,N,N,N,N,
동원홈푸드,강남구,N,N,N,N,N,
서울마리나 클럽하우스,영등포구,N,N,N,N,N,
카페_콩,송파구,N,N,N,N,N,
브라더양꼬치&마라탕,마포구,N,N,N,N,N,
ㅋㅋ보드게임방(카페),강남구,N,N,N,N,N,
24시만화방,영등포구,N,N,N,N,N,
카페드 220V,송파구,N,N,N,N,N,
크러쉬버거앤펍,종로구,N,N,N,N,N,
브래디스칵테일(brady's cocktail),마포구,N,N,N,N,N,
줄라이(Jullai),강남구,N,N,N,N,N,
센타쿠,영등포구,N,N,N,N,N,
카페든든,송파구,N,N,N,N,N,
브래디스커피,마포구,N,N,N,N,N,
카페리안,송파구,N,N,N,N,N,
샤인,영등포구,N,N,N,N,N,
블랑루즈(BLANC ROUGE),마포구,N,N,N,N,N,
카페시온,송파구,N,N,N,N,N,
곱분이곱창,영등포구,N,N,N,N,N,
블리스포인트(bliss point),마포구,N,N,N,N,N,
라움,종로구,N,N,N,N,N,
카페아에,송파구,N,N,N,N,N,
폴바셋,영등포구,N,N,N,Y,N,
비비큐마포오벨리스크점,마포구,N,N,N,N,N,
남도음식 오막집,강남구,N,N,N,N,N,
커스텀커피,송파구,N,N,N,N,N,
드림라이크 커피(Dreamlike coffee),종로구,N,N,N,N,N,
비손더(BESONDER),마포구,N,N,N,N,N,
빨봉분식,강남구,N,N,N,N,N,
커스텀커피,송파구,N,N,N,N,N,
비스트로 고트,마포구,N,N,N,N,N,
빅블루(Big Blue),종로구,N,N,N,N,N,
군인공제회관카페,강남구,N,N,N,N,N,
커피그래픽(coffeegraphic),송파구,N,N,N,N,N,
비스트로피자,마포구,N,N,N,N,N,
동남아,종로구,N,N,N,N,N,"블루리본,트립어드바이저"
커피데이즈,송파구,N,N,N,N,N,
비아 톨레도,마포구,N,N,N,N,N,
민지가 좋아하는 아이스크림,종로구,N,N,N,N,N,
커피마글,송파구,N,N,N,N,N,
비일구일구,마포구,N,N,N,N,N,
한잔 더,강남구,N,N,N,N,N,
인사동그집,종로구,N,N,N,N,N,트립어드바이저
커피바이,송파구,N,N,N,N,N,
빠인(vvine),마포구,N,N,N,N,N,
미소담,강남구,N,N,N,N,N,
커피앙,송파구,N,N,N,N,N,
퍼16,종로구,N,N,N,N,N,
빼꼼하우스,마포구,N,N,N,N,N,
시그니처,강남구,N,N,N,N,N,
커피에 반하다 ,송파구,N,N,N,N,N,
뿌루 밀리(pulu mylly),마포구,N,N,N,N,N,
카페큐브,종로구,Y,Y,N,N,Y,
살몬바,강남구,N,N,N,N,N,
커피온리,송파구,N,N,N,N,N,
사는게꽃같네,마포구,N,N,N,N,N,
스모어마켓,종로구,N,Y,N,N,N,
쉬즈리빙갤러리까페,강남구,N,N,N,N,N,
커피인류 PLAY,송파구,N,N,N,N,N,
사랑방,마포구,N,N,N,N,N,
골목숲,종로구,N,Y,N,N,N,
오뚜기사우회,강남구,N,N,N,N,N,
커피코트,송파구,N,N,N,N,N,
사운드키친,마포구,N,N,N,N,N,
컴포즈커피 송파,송파구,N,N,N,N,N,
한양푸드,강남구,N,N,N,N,N,
팬도로시,종로구,N,N,N,N,N,
사쿠라테이엔,마포구,N,N,N,N,N,
루드블랑,종로구,N,N,N,N,N,
원조BT풍광고시,영등포구,N,N,N,N,N,
산울림(Sanwoollim),마포구,N,N,N,N,N,
산토스틸라(Santo Stilla),마포구,N,N,N,N,N,
더킹스빈,종로구,N,N,N,N,N,
베니키아 노블레스,강남구,N,N,N,N,N,
새검정,마포구,N,N,N,N,N,
다솜이야기,종로구,N,N,N,N,N,
컴포즈커피방이미성점,송파구,N,N,N,N,N,
펀비어킹,영등포구,N,N,N,N,N,
샐러드킹,마포구,N,N,N,N,N,
파크하얏트서울(B1F),강남구,N,N,N,N,N,
셰이크밀,종로구,N,N,N,N,N,
크로플각,송파구,N,N,N,N,N,
행인당신세계영등포점,영등포구,N,N,N,N,N,
샐러딧마포역점,마포구,N,N,N,N,N,
카페97 (CAFE97),강남구,N,N,N,N,N,
크로플박스,송파구,N,N,N,N,N,
강여사김치찜,영등포구,N,N,N,N,N,
샘쉿(Sameshit Coffee),마포구,N,N,N,N,N,
쉼,종로구,N,N,N,N,N,
포반,강남구,N,N,N,N,N,
큰집닭강정,송파구,N,N,N,N,N,
샤인2,마포구,N,N,N,N,N,
럭셔리클럽,영등포구,N,N,N,N,N,
파티오디,강남구,N,N,N,N,N,
킁킁커피,송파구,N,N,N,N,N,
다리치커피,종로구,N,N,N,Y,N,
샤크(SHARK),마포구,N,N,N,N,N,
정가네한식뷔페,영등포구,N,N,N,N,N,
타임즈 핫도그,송파구,N,N,N,N,N,
서오릉피자,마포구,N,N,N,N,N,
두루막국수,영등포구,N,N,N,N,N,
서오릉피자,마포구,N,N,N,N,N,
베리블라썸 다이닝,강남구,N,N,N,N,N,
서우,마포구,N,N,N,N,N,
투썸플레이스,송파구,N,N,N,N,N,
쿠잉(COOING),강남구,N,N,N,N,N,
서울아르헨티나탱고아카데미,마포구,N,N,N,N,N,
홈플러스조리,영등포구,N,N,N,N,N,
파라노이드 롯데월드 카페,송파구,N,N,N,N,N,
썸인스윗,강남구,N,N,N,N,N,
서울카레,마포구,N,N,N,N,N,
라무진양남사거리점,영등포구,N,N,N,N,N,
푸드케어,송파구,N,N,N,N,N,
봄샘,강남구,N,N,N,N,N,
설빙,마포구,N,N,N,N,N,
플러스 마이너스 커피,송파구,N,N,N,N,N,
섬앤장,마포구,N,N,N,N,N,
피에프창 딜리버리,송파구,N,N,N,N,N,
호호가마,강남구,N,N,N,N,N,
성심카츠,마포구,N,N,N,N,N,
피자스쿨,송파구,N,N,N,N,N,
엠엠티에이치공육구(MMTH069),강남구,N,N,N,N,N,
피자쿠치나,송파구,N,N,N,N,N,
별 하나에 떡볶이,종로구,N,N,N,N,N,
Hcafe,영등포구,N,N,N,N,N,
미노센,강남구,N,N,N,N,N,
성영태커피하우스,마포구,N,N,N,N,N,
하라 COOK,송파구,N,N,N,N,N,
주스킹,종로구,N,N,N,N,N,
셀라도어(CellarDoor),마포구,N,N,N,N,N,
컬렉션 서울,강남구,N,Y,N,N,Y,
하이미엘,송파구,N,N,N,N,N,
헬로 HeLLo(부성),종로구,N,N,N,N,N,
셀럽 피자(CELEB PIZZA),마포구,N,N,N,N,N,
플로레,강남구,N,N,N,N,N,
하이즈커피,송파구,N,N,N,N,N,
소굴,마포구,N,N,N,N,N,
춘리(CHUN-LI),종로구,N,N,N,N,N,
스타벅스,강남구,N,N,N,Y,N,
현:玄,송파구,N,N,N,N,N,
소바애,마포구,N,N,N,N,N,
아트선재센터,종로구,N,N,N,N,N,
호두앤,송파구,N,N,N,N,N,
소스 포 소스,마포구,N,N,N,N,N,
팀트(TIMT),종로구,N,N,N,N,N,
호주식월남쌈정원,송파구,N,N,N,N,N,
소울버튼(Soul Button),마포구,N,N,N,N,N,
페어칠이오,강남구,N,N,N,N,N,
휘드헨느,송파구,N,N,N,N,N,
포차어게인,종로구,N,N,N,N,N,
소울트리,마포구,N,N,N,N,N,
왕손피자,영등포구,N,N,N,N,N,
보니떼,강남구,N,N,N,N,N,
희스케이크,송파구,N,N,N,N,N,
"소파(so,far)",마포구,N,N,N,N,N,
하늘바람별,종로구,N,N,N,N,N,
에그탐탐,영등포구,N,N,N,N,N,
리즈 제빵소(LYJ Bakery),강남구,N,N,N,N,N,
히어로인어스,송파구,N,N,N,N,N,
솔(SOL),마포구,N,N,N,N,N,
기깔,종로구,N,N,N,N,N,
영 에프앤비(Young F B),강남구,N,N,N,N,N,
무중력지대영등포,영등포구,N,N,N,N,N,
(THE)더 맛있는과일&1L커피,송파구,N,N,N,N,N,
솔도,마포구,N,N,N,N,N,
사직동 그 가게,종로구,N,N,N,N,N,트립어드바이저
바승무원,강남구,N,N,N,N,N,
(유한회사)부안수산,송파구,N,N,N,N,N,
황제수산,영등포구,N,N,N,N,N,
수을관,마포구,N,N,N,N,N,
봉추푸드시스템,송파구,N,N,N,N,N,
티지아이프라이데이스,강남구,N,N,N,N,N,
카페케이,종로구,N,N,N,N,N,
썬앳푸드,송파구,N,N,N,N,N,
플랑플랑,강남구,N,N,N,N,N,블루리본
이치뉴피바,영등포구,N,N,N,N,N,
반구정 민물장어,종로구,N,N,N,N,N,
순진분식,마포구,N,N,N,N,N,
썬앳푸드 모던샤브하우스,송파구,N,N,N,N,N,
커피온리,영등포구,N,N,N,N,N,
헨델과그레텔,강남구,N,N,N,N,N,
네로썸(Nerosome),종로구,N,N,N,N,N,
쉐이크쉑,마포구,N,N,N,N,N,
아메리칸트레이,송파구,N,N,N,N,N,
슈가레이,마포구,N,N,N,N,N,
한국수,종로구,N,Y,N,N,Y,
오리지널팬케이크하우스,송파구,N,N,N,N,N,
토속정,영등포구,N,N,N,N,N,
설성목장(타워점),강남구,N,N,N,N,N,
슈가레이펍,마포구,N,N,N,N,N,
올리브키친푸드,송파구,N,N,N,N,N,
커피온리,영등포구,N,N,N,N,N,
슈퍼 랑빠스81,마포구,N,N,N,N,N,
쿠폰,송파구,N,N,N,N,N,
샤르망,종로구,N,N,N,N,N,
스페이스(SPACE) 332,강남구,N,N,N,N,N,
스모코 가이즈(Smoko guys),마포구,N,N,N,N,N,
베트남노상식당,영등포구,N,N,N,N,N,
현대그린푸드 씨젠KT송파타워,송파구,N,N,N,N,N,
찡쪽바,종로구,N,N,N,N,N,
부엉이,강남구,N,N,N,N,N,
스시 미야비,마포구,N,N,N,N,N,
33떡볶이,송파구,N,N,N,N,N,
능라도,강남구,N,N,N,N,N,
스시 진,마포구,N,N,N,N,N,
종로뚝배기,종로구,N,N,N,N,N,
스시금강,마포구,N,N,N,N,N,
88식당,송파구,N,N,N,N,N,
룩아워티,종로구,N,N,N,N,N,
까페노리,영등포구,N,N,N,N,N,
스시노칸도,마포구,N,N,N,N,N,
거실,강남구,N,N,N,N,N,
8로우 피자,송파구,N,N,N,N,N,
타이거타이거,종로구,N,N,N,N,N,트립어드바이저
스시만,마포구,N,N,N,N,N,
엔237카페앤베이커리(N237 Cafe&Bakery),강남구,N,N,N,N,N,
AROI(아로이),송파구,N,N,N,N,N,
걸작떡볶이치킨,영등포구,N,N,N,N,N,
세운커피숍,종로구,N,N,N,N,N,
스시모리지,마포구,N,N,N,N,N,
B bar(비바),송파구,N,N,N,N,N,
스시하쿠초,마포구,N,N,N,N,N,
컬러리빙,종로구,N,N,N,N,N,
조수정한지그림갤러리,강남구,N,N,N,N,N,
Cote d'or (고ㄷ도르),송파구,N,N,N,N,N,
스윗블루,마포구,N,N,N,N,N,
신세계포차,종로구,N,N,N,N,N,
DIVE(다이브),송파구,N,N,N,N,N,
스윗시네마(SUITE CINEMA),마포구,N,N,N,N,N,
온앤온,종로구,N,N,N,N,N,
DK치킨 (동키치킨),송파구,N,N,N,N,N,
콜렉티보,영등포구,N,N,N,Y,N,
핫이슈,강남구,Y,Y,N,N,N,트립어드바이저
스이쿄우,마포구,N,N,N,N,N,
FLIPA COFFEE(플리파 커피),송파구,N,N,N,N,N,
알고기,강남구,N,N,N,N,N,
스테이크슈퍼,마포구,N,N,N,N,N,
FULLIET(풀리어트),송파구,N,N,N,N,N,
모녀꼬마마약김밥,종로구,N,N,N,N,N,트립어드바이저
투플로어 뮤직,강남구,N,N,N,N,N,
스톤 케이크,마포구,N,N,N,N,N,
FX 코리아,송파구,N,N,N,N,N,
한국통닭,종로구,N,N,N,N,N,
백삼십육길 육미(136길六味),강남구,N,N,N,N,N,
스파게티스토리,마포구,N,N,N,N,N,
당산맥주가게,영등포구,N,N,N,N,N,
Fre-share(프레쉐어),송파구,N,N,N,N,N,
백삼십육길 육미(136길六味)3F,강남구,N,N,N,N,N,
슬라이스룸,마포구,N,N,N,N,N,
한그릇,종로구,N,N,N,N,N,
비비큐신길뉴타운점,영등포구,N,N,N,N,N,
G129,송파구,N,N,N,N,N,
슬로우캘리,마포구,N,N,N,N,N,
Horse Carat(홀스 캐럿),송파구,N,N,N,N,N,
오렌지룸,종로구,N,N,N,N,N,
시러스,마포구,N,N,N,N,N,
씨쓰리,강남구,N,N,N,N,N,
It따방,송파구,N,N,N,N,N,
샌드비(Sand-bi),영등포구,N,N,N,N,N,씨트립
시장냉면,마포구,N,N,N,N,N,
얌얌 !,종로구,N,N,N,N,N,
비안도넛,강남구,N,N,N,N,N,
MONGA(몽가),송파구,N,N,N,N,N,
속초코다리냉면(타임스퀘어점),영등포구,N,N,N,N,N,
시타델(Citadel),마포구,N,N,N,N,N,
그리드인,종로구,N,N,N,N,N,
Mr.채플린,송파구,N,N,N,N,N,
식껍,마포구,N,N,N,N,N,
하스초콜릿공방,강남구,N,N,N,N,N,
Na 호프,송파구,N,N,N,N,N,
힐링 유후,종로구,N,N,N,N,N,
신수돈가스,마포구,N,N,N,N,N,
알키미스트,강남구,N,N,N,N,N,
OTTO 김밥문정직영접,송파구,N,N,N,N,N,
스트라이크존 직영,종로구,N,N,N,N,N,
키스(Kiss),영등포구,N,N,N,N,N,
신조이자카야,마포구,N,N,N,N,N,
PREP(프랩),송파구,N,N,N,N,N,
소야지,강남구,N,N,N,N,N,
일미육개장,종로구,N,N,N,N,N,
신촌식당,마포구,N,N,N,N,N,
공군호텔,영등포구,N,N,N,N,N,
SOMMER(쏘머),송파구,N,N,N,N,N,
신현푸드,마포구,N,N,N,N,N,
아스펜,종로구,N,N,N,N,N,
TACORICO 타코리코,송파구,N,N,N,N,N,
달보드레,강남구,N,N,N,N,N,
도쿄이찌바,영등포구,N,N,N,N,N,
쌀롱 포차,마포구,N,N,N,N,N,
TM Dessert Lab(티엠 디저트랩),송파구,N,N,N,N,N,
타카플레이카페(빅마켓영등포),영등포구,N,N,N,N,N,
써니보울,마포구,N,N,N,N,N,
Take a shower(테이크 어 샤워),송파구,N,N,N,N,N,
오앤씨커피,강남구,N,N,N,N,N,
스튜디오디홀릭,영등포구,N,N,N,N,N,
썬더볼드,마포구,N,N,N,N,N,
맘스치킨,영등포구,N,N,N,N,N,
702스트립,강남구,N,N,N,N,N,
쏘크라테스,마포구,N,N,N,N,N,
부일,영등포구,N,N,N,N,N,
라쏨,강남구,N,N,N,N,N,
쏙티,마포구,N,N,N,N,N,
The 착한김밥,송파구,N,N,N,N,N,
피스커피,영등포구,N,N,N,N,N,
홍콩반점2,강남구,N,N,N,N,N,트립어드바이저
씨엘씨(CLC),마포구,N,N,N,N,N,
Travel Lounge (트래블 라운지),송파구,N,N,N,N,N,
나눔,종로구,N,N,N,N,N,
롤렉스(ROLLEX),영등포구,N,N,N,N,N,
씨지브이(CGV)연남,마포구,N,N,N,N,N,
alley_nine(앨리나인),송파구,N,N,N,N,N,
곤드레밥(bob-gondre),종로구,N,N,N,N,N,
사거리분식,영등포구,N,N,N,N,N,
아띠네(Attine),마포구,N,N,N,N,N,
라까사호텔,강남구,N,N,N,N,N,트립어드바이저
by 춘천,송파구,N,N,N,N,N,
크리미 몰랑,종로구,N,N,N,N,N,
아마라(AMARA),마포구,N,N,N,N,N,
스타벅스,영등포구,N,N,N,Y,N,위생등급제 지정업소
에이치(H),강남구,N,N,N,N,N,
cafe Y 카페 와이,송파구,N,N,N,N,N,
아비뉴24,마포구,N,N,N,N,N,
소소커피,종로구,N,N,N,N,N,
