식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그
석촌옛터,송파구,Y,N,N,N,N,모범음식점
코리아하우스,강남구,Y,Y,N,N,Y,포장가능
태양해물아구찜탕,동대문구,N,N,N,N,N,
설국,서초구,N,N,N,N,N,"모범음식점,트립어드바이저"
파크루안,강남구,Y,N,N,N,N,"모범음식점,블루리본,포장가능"
원진노기순청국장,성북구,N,N,N,N,N,모범음식점
하노이의아침,용산구,Y,N,N,Y,N,"모범음식점,씨트립"
댓잎갈비,용산구,N,N,N,N,N,"모범음식점,블루리본,씨트립,트립어드바이저"
안뜨레,강남구,Y,Y,N,Y,Y,"모범음식점,트립어드바이저"
한쿡,용산구,N,N,N,Y,N,모범음식점
브래서리,강남구,Y,N,N,N,Y,"모범음식점,트립어드바이저"
놀부유황오리 진흙구이,송파구,Y,Y,N,N,Y,"모범음식점,트립어드바이저,포장가능"
지리산 앞집,종로구,N,N,N,N,N,트립어드바이저
메이필드호텔 캐슬테라스,강서구,Y,N,N,Y,N,"모범음식점,씨트립,안심식당"
백제추어탕,강동구,N,N,N,Y,N,"모범음식점,안심식당,트립어드바이저"
유향소,성동구,Y,N,N,N,N,모범음식점
기소야,영등포구,N,N,N,N,N,"모범음식점,안심식당,트립어드바이저"
이화고려정,중구,N,Y,N,Y,Y,
동해오징어보쌈,용산구,N,N,N,N,N,모범음식점
한솔민물장어,서대문구,N,Y,N,N,N,모범음식점
방가네 남원추어탕,강동구,N,N,N,Y,N,"모범음식점,안심식당"
신선설농탕,구로구,Y,N,N,Y,Y,"모범음식점,포장가능"
파티엔 뷔페,은평구,Y,N,N,Y,N,모범음식점
서울집,금천구,N,N,N,Y,N,모범음식점
성북동참치,성북구,N,Y,N,N,Y,모범음식점
대소윤화,강남구,N,Y,N,Y,Y,
스시다네,노원구,Y,Y,N,Y,Y,"모범음식점,포장가능"
동수원갈비,성동구,Y,Y,N,N,Y,모범음식점
인창제주해물탕&찜,구로구,Y,N,N,N,N,모범음식점
우시장정육식당,영등포구,Y,N,N,N,Y,"모범음식점,포장가능"
용산양꼬치,용산구,Y,N,N,N,Y,모범음식점
당나라,강남구,N,N,N,N,N,모범음식점
등촌샤브칼국수,동작구,N,N,N,Y,N,모범음식점
사이드쇼,강서구,N,N,N,N,N,"모범음식점,안심식당"
콩심 수유점,강북구,Y,N,N,N,N,"모범음식점,포장가능"
명동할머니국수,송파구,N,N,N,N,N,모범음식점
일오닭갈비,성동구,N,N,N,Y,N,모범음식점
육갑식당,강남구,Y,N,N,Y,N,모범음식점
하남춘천골닭갈비,송파구,Y,Y,N,N,Y,"모범음식점,포장가능"
참치공방,중구,N,Y,N,N,Y,"모범음식점,포장가능"
미양마늘보쌈집,서초구,Y,Y,N,N,Y,모범음식점
하나에프앤비명가원점,강남구,N,N,N,N,N,
철뚝집,송파구,N,N,N,N,N,모범음식점
우학면옥,강서구,Y,Y,N,N,Y,"모범음식점,안심식당"
반값소,도봉구,Y,N,N,N,Y,"모범음식점,안심식당,포장가능"
남강마황오리,양천구,N,N,N,N,N,"모범음식점,안심식당"
소공동뚝배기,강남구,N,N,N,N,N,
김덕후의차돌조,서대문구,N,N,N,Y,N,모범음식점
휴가,은평구,Y,Y,N,N,Y,"모범음식점,트립어드바이저"
성수계,광진구,N,N,N,N,N,
이화수전통육개장,동작구,Y,Y,N,N,Y,"모범음식점,포장가능"
곤지암할매소머리국밥 왕갈비탕,관악구,Y,N,N,N,N,"모범음식점,안심식당,포장가능"
춘천왕닭갈비,노원구,N,N,N,N,N,모범음식점
꼼떼 바베큐,강서구,Y,Y,N,N,Y,"모범음식점,안심식당,포장가능"
오선채,서초구,Y,N,N,N,Y,"모범음식점,트립어드바이저"
염창회마차,양천구,N,N,N,N,N,"모범음식점,안심식당"
공스시,강남구,Y,Y,N,N,Y,
정성한줄,마포구,Y,N,N,N,Y,"모범음식점,안심식당"
장어세상,서대문구,N,N,N,N,N,모범음식점
함흥본가면옥,송파구,Y,Y,N,N,Y,모범음식점
두껍삼,강남구,Y,Y,N,N,Y,"모범음식점,포장가능"
가화만사성,서대문구,N,N,N,N,N,"모범음식점,씨트립,안심식당"
백부장집닭한마리,종로구,N,N,N,Y,N,모범음식점
원조멸치국수,강동구,N,N,N,Y,N,모범음식점
대갈집,광진구,N,N,N,N,N,모범음식점
갈비명가,구로구,Y,Y,N,N,Y,모범음식점
우리소,강남구,N,N,N,N,Y,"모범음식점,트립어드바이저"
호남해물탕아구찜,노원구,N,N,N,Y,N,모범음식점
이코노스시,서대문구,N,N,N,Y,N,"모범음식점,트립어드바이저,포장가능"
신촌영양센터,서대문구,Y,N,N,N,N,"모범음식점,안심식당"
샛집남원추어탕,동대문구,N,N,N,N,N,모범음식점
사조참치,서초구,Y,N,N,N,Y,"모범음식점,트립어드바이저,포장가능"
조박사아구찜,노원구,Y,N,N,N,N,모범음식점
굴마을낙지촌,강북구,Y,N,N,N,N,모범음식점
정목누룽지 백숙,송파구,Y,N,N,N,Y,모범음식점
청호,관악구,N,Y,N,Y,N,"모범음식점,안심식당"
김수사,강남구,N,N,N,N,N,"모범음식점,블루리본,트립어드바이저"
열빈,영등포구,Y,Y,N,Y,Y,"모범음식점,트립어드바이저"
안동장,중구,N,N,N,N,N,"모범음식점,블루리본,트립어드바이저"
마포진짜원조최대포,마포구,Y,N,N,N,N,"모범음식점,안심식당,트립어드바이저"
리틀사이공,강남구,Y,N,N,Y,Y,블루리본
오장동흥남집,중구,Y,N,N,N,N,"모범음식점,블루리본"
을지면옥,중구,N,N,N,N,N,"모범음식점,블루리본"
원강,강남구,N,N,N,N,N,"모범음식점,블루리본"
라성면옥,중구,N,N,N,N,N,트립어드바이저
영동설렁탕,서초구,N,N,N,N,N,"모범음식점,블루리본,씨트립"
파크 하얏트 서울 코너스톤,강남구,N,N,N,N,Y,"모범음식점,블루리본,트립어드바이저"
불땡,중구,N,N,N,N,N,
봉래헌,강서구,Y,N,N,N,Y,"모범음식점,블루리본,씨트립,안심식당"
불이아,마포구,Y,N,N,N,N,"모범음식점,블루리본,안심식당,트립어드바이저"
제일콩집,노원구,Y,Y,N,N,Y,"모범음식점,블루리본"
하동관,중구,Y,N,N,N,N,"모범음식점,미쉐린 가이드,블루리본,트립어드바이저,포장가능"
우래옥,중구,N,N,N,N,Y,"모범음식점,미쉐린 가이드,블루리본"
현복집,강남구,N,N,N,N,N,"모범음식점,씨트립"
배나무골,서초구,Y,Y,N,N,Y,"모범음식점,씨트립,안심식당,포장가능"
대도식당,성동구,Y,N,N,N,Y,트립어드바이저
낙원,강서구,Y,N,N,N,Y,"모범음식점,블루리본,안심식당"
참누렁소,노원구,Y,N,N,N,N,모범음식점
진주회관,중구,Y,N,N,N,N,"모범음식점,블루리본"
함평면옥,서대문구,N,N,N,N,N,모범음식점
메이필드호텔 라페스타,강서구,Y,N,N,Y,Y,"모범음식점,안심식당,트립어드바이저"
이즈미,강남구,Y,N,N,Y,Y,"모범음식점,포장가능"
한일관,강남구,N,N,N,N,N,"모범음식점,미쉐린 가이드,블루리본,트립어드바이저"
빕스 프리미어,강서구,Y,N,Y,N,Y,"모범음식점,안심식당"
신의주찹쌀순대,강동구,N,N,N,Y,N,모범음식점
포폴라리타,서초구,Y,Y,N,Y,Y,"모범음식점,블루리본,트립어드바이저"
아웃백스테이크하우스,강남구,N,N,N,Y,Y,"모범음식점,트립어드바이저,포장가능"
보노보노플러스,강남구,Y,N,N,Y,Y,"트립어드바이저,포장가능"
진수사,강남구,Y,Y,N,Y,Y,모범음식점
백제갈비,동작구,Y,Y,N,N,Y,"모범음식점,안심식당"
한영가락활어회/씨푸드,송파구,Y,N,Y,N,Y,모범음식점
명문 부대찌개 삼겹살,노원구,N,N,N,N,N,모범음식점
다함닭갈비,중랑구,Y,Y,N,N,Y,"모범음식점,안심식당"
한국돈거래소,강남구,Y,Y,N,N,Y,모범음식점
음악살롱,강남구,Y,Y,N,Y,Y,모범음식점
대가식당,광진구,Y,N,N,Y,N,모범음식점
삼대족발,은평구,N,N,N,N,N,"모범음식점,안심식당,포장가능"
옹골찬아구동태해물찜탕,중랑구,N,Y,N,Y,Y,"모범음식점,포장가능"
맛찬들왕소금구이,구로구,Y,N,N,N,Y,"모범음식점,포장가능"
한근더한근,성북구,N,N,N,Y,N,모범음식점
제주흑돈,중구,N,N,N,N,N,
항방양육관,동대문구,Y,Y,N,N,N,모범음식점
본가집가마솥설렁탕,금천구,Y,Y,N,N,Y,"모범음식점,포장가능"
원주골돌솥추어탕,관악구,Y,Y,N,N,Y,"모범음식점,안심식당"
정 참치,성동구,N,N,N,Y,Y,모범음식점
국대오리,강남구,N,N,N,N,N,모범음식점
명태어장,양천구,Y,N,N,N,N,모범음식점
산채향,노원구,Y,N,N,N,Y,
(유)오반 착한낙지,강서구,N,N,N,N,N,포장가능
무한장어,강남구,Y,Y,N,N,Y,포장가능
훈민정,중구,N,N,N,N,Y,모범음식점
한양숯불갈비,강서구,N,N,N,N,N,
목향칼국수,양천구,N,Y,N,N,N,"모범음식점,안심식당"
큰맘할매순대국,금천구,N,N,N,N,N,모범음식점
장남식당,마포구,N,N,N,N,N,
대가원,강북구,Y,Y,N,N,N,"모범음식점,포장가능"
또피자,중구,N,N,N,N,N,포장가능
감미정,영등포구,N,N,N,Y,N,모범음식점
수락해신탕,노원구,N,N,N,N,N,모범음식점
마실한우정육식당,종로구,N,N,N,Y,N,모범음식점
제주몬트락,송파구,Y,Y,N,N,Y,"모범음식점,포장가능"
일도씨찜닭,송파구,Y,N,N,N,Y,모범음식점
삼성돈구이,강남구,N,N,N,Y,N,
현가츠,중구,N,Y,N,N,Y,모범음식점
반값소,도봉구,Y,Y,N,N,Y,모범음식점
북창동순두부,금천구,Y,N,N,N,N,"모범음식점,트립어드바이저"
라온석갈비,성동구,Y,Y,N,N,Y,모범음식점
명태어장,관악구,Y,N,N,N,N,"모범음식점,안심식당,포장가능"
황금성,도봉구,N,N,N,N,Y,"모범음식점,안심식당"
도선,광진구,N,N,N,N,N,모범음식점
태풍참치,강서구,Y,N,N,N,Y,"모범음식점,안심식당"
우돈정육식당,은평구,N,N,N,N,N,"모범음식점,안심식당"
고반식당,강남구,Y,Y,N,N,N,
장항복집,관악구,N,N,N,N,N,"모범음식점,안심식당"
유진반점,은평구,N,N,N,N,N,모범음식점
금용각,광진구,N,N,N,N,N,모범음식점
명성,동작구,Y,Y,N,N,N,"모범음식점,안심식당"
한우1번지,강서구,Y,Y,N,N,Y,"모범음식점,안심식당"
사조회참치,금천구,N,N,N,N,N,모범음식점
백억하누,강남구,Y,Y,N,Y,Y,"모범음식점,포장가능"
이지인디아(ezIndia),서대문구,N,N,N,N,N,
여우골초밥,서대문구,Y,Y,N,N,Y,"모범음식점,포장가능"
왕십리원조황소곱창,성동구,Y,N,N,Y,N,모범음식점
하이난,광진구,Y,N,N,N,Y,"모범음식점,씨트립,안심식당"
강강술래,노원구,Y,Y,Y,N,Y,"모범음식점,포장가능"
아우네포차,송파구,N,N,N,N,N,모범음식점
한강회관,용산구,Y,N,N,N,Y,모범음식점
칠량,강남구,Y,Y,N,Y,Y,"블루리본,트립어드바이저"
신설홍어회집,동대문구,Y,N,N,N,Y,"모범음식점,씨트립,트립어드바이저"
유정식당,중구,N,N,N,N,N,"모범음식점,트립어드바이저"
무교동북어국집,중구,N,N,N,N,N,"모범음식점,블루리본,씨트립"
진상,서초구,Y,N,N,N,N,"모범음식점,씨트립"
아웃백스테이크하우스,강동구,N,N,N,Y,Y,"모범음식점,포장가능"
천용,강남구,N,N,N,Y,N,
빕스,동작구,Y,Y,N,N,Y,"모범음식점,안심식당"
만나,영등포구,N,N,N,Y,N,"모범음식점,안심식당"
아웃백스테이크하우스,강서구,N,N,N,N,Y,"모범음식점,안심식당,포장가능"
버드나무집,서초구,Y,N,N,N,Y,"미쉐린 가이드,블루리본,트립어드바이저"
부옥당,강남구,N,N,N,Y,N,
춘향골남원추어탕,중랑구,Y,N,N,N,N,"모범음식점,안심식당,포장가능"
궁나라냉면묵밥,종로구,Y,N,N,Y,N,"모범음식점,씨트립,안심식당"
희래등,동작구,Y,N,N,N,Y,안심식당
주식회사동양푸드,동작구,N,N,N,N,N,
임광루,서초구,Y,N,N,N,N,"모범음식점,트립어드바이저"
명륜진사갈비,송파구,Y,Y,N,N,Y,모범음식점
카페아모제,송파구,N,N,N,Y,N,
파크루안,서초구,Y,Y,N,N,Y,모범음식점
원조호수삼계탕,영등포구,Y,N,N,N,N,"모범음식점,안심식당"
약초마을,동작구,Y,N,N,N,N,"모범음식점,안심식당"
복먹고 복받고,영등포구,Y,Y,N,Y,Y,"룸,모범음식점,안심식당,트립어드바이저"
강서복집,강서구,Y,N,N,Y,Y,"모범음식점,안심식당"
원광,송파구,Y,N,N,Y,N,모범음식점
오삼,관악구,N,Y,N,Y,Y,안심식당
영산강,종로구,N,N,N,N,N,
진진 가마솥 설렁탕,송파구,Y,Y,N,N,N,모범음식점
만석장,은평구,Y,Y,N,N,Y,"모범음식점,씨트립,안심식당"
서초원,서초구,Y,Y,N,N,Y,모범음식점
명가네남원추어탕,광진구,N,N,N,N,N,"모범음식점,안심식당"
고흥만,성동구,N,N,N,Y,N,모범음식점
신흥부전,마포구,N,N,N,Y,N,"모범음식점,안심식당"
하남돼지집,구로구,N,N,N,Y,N,모범음식점
스시남,중랑구,Y,Y,N,N,N,"모범음식점,안심식당"
나루 가온,광진구,Y,N,N,Y,N,모범음식점
고등어김치찜갈치조림집군자네,마포구,N,N,N,Y,N,
라이라이,강남구,Y,Y,N,N,Y,
취영루,강남구,Y,Y,N,Y,N,모범음식점
만성찬팅,관악구,N,N,N,N,Y,"모범음식점,안심식당"
양지촌,중랑구,N,N,N,N,N,"모범음식점,안심식당"
풍천황토민물장어,강서구,Y,N,N,N,Y,"모범음식점,안심식당"
옛날불고기,관악구,N,N,N,N,N,"모범음식점,안심식당"
강촌숯불닭갈비,금천구,N,N,N,Y,N,"모범음식점,포장가능"
아이오유,용산구,Y,Y,N,N,Y,모범음식점
천외천,양천구,N,N,N,N,Y,"모범음식점,안심식당"
한촌설렁탕,중랑구,N,Y,N,N,Y,"모범음식점,포장가능"
왕돈까스&왕냉면,성동구,N,N,N,N,N,"모범음식점,포장가능"
은평 참숯갈비(별관),은평구,Y,N,N,Y,Y,모범음식점
코리아푸드스토리,동대문구,Y,Y,N,Y,Y,모범음식점
정가,관악구,Y,Y,N,N,Y,"모범음식점,안심식당"
크래버대게나라,광진구,Y,Y,N,N,Y,"모범음식점,안심식당"
진곰 숯불갈비,은평구,N,N,N,N,N,"모범음식점,안심식당"
육전식당,동대문구,Y,Y,N,N,Y,모범음식점
성원참숯불갈비,용산구,N,N,N,N,N,"모범음식점,트립어드바이저"
따봉이네,서대문구,N,Y,N,N,Y,"모범음식점,트립어드바이저"
정성한줄,송파구,N,N,N,N,N,"모범음식점,포장가능"
시안,중구,Y,N,N,Y,N,모범음식점
남도회관,강동구,N,N,N,Y,N,모범음식점
진배족발,강남구,N,Y,N,N,Y,포장가능
꽃향기샤브샤브&뷔페,강서구,Y,Y,N,N,Y,모범음식점
황금손가락,광진구,Y,Y,N,N,Y,모범음식점
홍가진국,용산구,N,N,N,N,N,모범음식점
혼마참치,구로구,N,N,N,Y,Y,"모범음식점,안심식당"
서강8경 율도,마포구,Y,Y,N,Y,Y,"모범음식점,씨트립"
가부,성북구,N,N,N,N,N,모범음식점
맛찬들왕소금구이,강서구,Y,N,N,Y,Y,"모범음식점,안심식당"
낙지세상,송파구,N,N,N,N,N,모범음식점
장위동유성집,광진구,Y,Y,N,N,Y,모범음식점
홍가네사골곰탕,은평구,Y,Y,N,N,N,모범음식점
지호한방삼계탕,마포구,Y,N,N,Y,Y,"모범음식점,안심식당,포장가능"
한우와바다,성동구,N,N,N,N,N,모범음식점
중앙해장,강남구,N,N,N,N,N,"모범음식점,블루리본,트립어드바이저"
짚신매운갈비찜,성동구,N,N,N,N,N,"모범음식점,포장가능"
탭하우스더슈라인,동작구,N,N,N,N,N,모범음식점
임진강민물장어,강서구,N,N,N,N,N,"모범음식점,블루리본,씨트립,안심식당"
이조면옥,양천구,N,N,N,N,N,"모범음식점,트립어드바이저"
가마솥삼계탕,관악구,Y,Y,N,N,Y,"모범음식점,안심식당"
비와별 닭갈비,송파구,N,N,N,N,N,포장가능
색동저고리,마포구,Y,N,N,N,Y,"모범음식점,안심식당,트립어드바이저,포장가능"
의령전원,강남구,N,N,N,N,Y,모범음식점
중일가든,광진구,N,N,N,N,N,"모범음식점,안심식당,트립어드바이저"
계경순대국,용산구,N,N,N,N,N,모범음식점
봉평메밀막국수,도봉구,N,N,N,N,N,"모범음식점,안심식당"
조선갈비,강서구,Y,Y,Y,N,Y,"모범음식점,안심식당"
제주항구,영등포구,Y,Y,N,Y,Y,"모범음식점,안심식당"
맛닭꼬,서초구,N,Y,N,N,N,"모범음식점,포장가능"
해초섬,중구,Y,Y,N,N,N,
정성담,강남구,Y,N,N,N,Y,"모범음식점,포장가능"
루트에브리데이,용산구,N,N,N,N,N,"모범음식점,포장가능"
본죽,양천구,Y,Y,N,N,Y,"모범음식점,안심식당,포장가능"
한강오리쌈나루,중랑구,N,N,N,N,N,모범음식점
갑식이네착한낙지,도봉구,Y,N,N,N,Y,"모범음식점,포장가능"
신동보성,송파구,N,N,N,N,N,모범음식점
돌쇠풍천민물장어,마포구,Y,Y,N,N,Y,"모범음식점,안심식당"
천호낙지,동대문구,Y,Y,N,N,N,모범음식점
김종구참치박사,동작구,N,N,N,Y,N,모범음식점
보들이쭈꾸미,은평구,Y,Y,N,N,N,모범음식점
탕탕집,강남구,N,N,N,Y,Y,"모범음식점,포장가능"
이대감 고깃집,종로구,Y,N,N,N,Y,"모범음식점,안심식당"
suhsigun 스시건,관악구,N,Y,N,Y,Y,"모범음식점,안심식당"
수원본갈비1993,서초구,Y,Y,N,N,N,"모범음식점,포장가능"
한강파라다이스,영등포구,Y,N,N,N,Y,
흥부골숯불돼지왕갈비,송파구,Y,Y,Y,N,Y,모범음식점
호천식당,서대문구,Y,N,N,N,Y,"모범음식점,안심식당"
삿뽀로야끼,강남구,N,N,N,N,N,모범음식점
꼼떼,송파구,N,N,N,N,N,트립어드바이저
이복례 아구동태해물찜탕,은평구,Y,N,N,N,Y,모범음식점
소대아구탕찜,성동구,N,N,N,N,N,모범음식점
우시장 정육식당,은평구,Y,Y,N,N,Y,"모범음식점,포장가능"
코다리밥상,송파구,N,N,N,N,N,모범음식점
전주 명품 콩나물국밥,강북구,N,N,N,N,N,모범음식점
새벽집,강서구,N,N,N,N,N,모범음식점
초애삼계탕,양천구,N,N,N,N,N,"모범음식점,안심식당"
미미초밥,금천구,N,N,N,N,N,모범음식점
명가 쌈밥,은평구,N,N,N,N,N,"모범음식점,안심식당"
제주탐하리,금천구,Y,Y,N,N,Y,모범음식점
노리터,성동구,N,N,N,N,N,모범음식점
푸른바다횟집,성동구,N,N,N,N,N,모범음식점
황소불화로구이,강북구,N,N,N,N,N,모범음식점
찜집,광진구,N,N,N,N,N,모범음식점
꾸워,은평구,N,N,N,N,N,모범음식점
산야초 닭한마리,송파구,Y,N,N,Y,N,모범음식점
불광동황소곱창구이,은평구,N,N,N,N,N,"모범음식점,안심식당"
국보,은평구,N,N,N,N,N,모범음식점
나주곰탕나주전,영등포구,Y,N,N,N,Y,"모범음식점,안심식당,트립어드바이저"
진평925,마포구,N,N,N,Y,N,"모범음식점,안심식당"
해송 복집,성북구,N,N,N,N,N,모범음식점
조가네갑오징어,서초구,Y,N,N,N,Y,"모범음식점,안심식당,포장가능"
해물명가아구찜,중랑구,Y,N,Y,N,Y,"모범음식점,안심식당,포장가능"
신고집해물찜,강서구,Y,N,N,N,Y,"모범음식점,안심식당"
춘향골남원추어탕,강동구,N,N,N,N,N,"모범음식점,안심식당"
춘향골남원추어탕,광진구,N,N,N,N,N,모범음식점
춘향골남원추어탕,마포구,N,N,N,Y,N,"모범음식점,안심식당"
참이맛감자탕,서대문구,Y,N,Y,Y,N,"모범음식점,안심식당,포장가능"
한촌설렁탕,성동구,N,N,N,N,N,"모범음식점,트립어드바이저"
귀품찬 국밥과해장국,용산구,N,N,N,N,N,"모범음식점,포장가능"
신의주찹쌀순대,마포구,N,N,N,N,N,"모범음식점,안심식당"
지호한방삼계탕,노원구,Y,N,N,N,N,"모범음식점,포장가능"
서해쭈꾸미,중랑구,N,N,N,N,N,"모범음식점,안심식당"
